StockCode,avg_daily_demand,demand_std,total_units_sold,safety_stock,reorder_point,recommended_order_qty
22473,1.13,8.32,833,36.34,44.23,33.82
22474,1.34,13.0,987,56.76,66.11,40.07
22475,1.06,7.74,781,33.78,41.18,31.71
22476,1.84,35.83,1358,156.41,169.27,55.13
22477,3.31,30.51,2443,133.21,156.35,99.17
22478,3.77,28.48,2784,124.34,150.71,113.02
22479,2.65,34.02,1956,148.51,167.04,79.4
22480,3.28,14.27,2425,62.29,85.26,98.44
22481,1.77,6.4,1305,27.94,40.3,52.98
22482,3.21,18.27,2372,79.75,102.22,96.29
22483,2.57,10.65,1901,46.49,64.5,77.17
22485,1.5,3.09,1109,13.48,23.99,45.02
22486,0.14,2.66,106,11.63,12.64,4.3
22487,2.23,1.73,1647,7.54,23.14,66.86
22488,9.41,11.95,6954,52.18,118.05,282.3
22489,24.46,43.55,18076,190.1,361.32,733.8
22491,10.22,42.99,7554,187.65,259.21,306.66
22492,61.79,127.23,45665,555.42,987.97,1853.79
22493,6.53,28.1,4822,122.67,168.34,195.75
22494,3.87,13.51,2860,58.99,86.08,116.1
22495,1.29,7.91,956,34.54,43.6,38.81
22496,1.0,4.77,736,20.81,27.78,29.88
22497,1.28,6.65,947,29.04,38.01,38.44
22498,1.54,7.81,1141,34.1,44.9,46.32
22499,4.87,7.04,3597,30.73,64.8,146.02
22500,0.8,2.75,593,12.02,17.64,24.07
22501,3.58,9.75,2643,42.54,67.58,107.29
22502,5.24,6.62,3869,28.89,65.54,157.06
22503,0.2,2.99,149,13.04,14.45,6.05
22504,0.51,4.54,374,19.83,23.37,15.18
22505,5.18,11.43,3826,49.92,86.16,155.32
22507,7.71,29.0,5694,126.61,180.55,231.15
22508,3.97,27.62,2933,120.59,148.37,119.07
22509,0.53,2.27,394,9.93,13.66,15.99
22510,0.44,5.23,325,22.84,25.92,13.19
22511,0.55,4.9,407,21.38,25.24,16.52
22512,0.53,14.08,389,61.45,65.14,15.79
22513,0.8,9.44,593,41.19,46.81,24.07
22514,1.48,11.75,1094,51.29,61.65,44.41
22515,1.43,12.32,1057,53.79,63.81,42.91
22516,1.16,13.42,854,58.58,66.67,34.67
22517,1.1,14.07,815,61.44,69.16,33.09
22518,1.92,11.86,1419,51.76,65.2,57.6
22519,1.96,11.88,1445,51.87,65.56,58.66
22520,3.11,7.07,2295,30.85,52.59,93.17
22521,3.12,7.09,2303,30.97,52.78,93.49
22522,3.04,12.22,2246,53.34,74.61,91.18
22523,2.97,8.47,2193,36.96,57.73,89.03
22524,2.63,7.42,1940,32.38,50.75,78.76
22525,2.67,7.21,1974,31.47,50.17,80.14
22526,0.74,6.66,546,29.09,34.26,22.17
22528,7.89,17.79,5831,77.65,132.89,236.71
22529,3.34,31.97,2470,139.58,162.98,100.27
22530,13.9,41.31,10274,180.34,277.66,417.08
22531,11.25,59.84,8314,261.24,339.99,337.51
22532,3.95,33.36,2919,145.65,173.3,118.5
22533,6.33,46.72,4680,203.95,248.28,189.99
22534,17.81,40.76,13159,177.93,302.57,534.19
22535,6.05,24.08,4469,105.14,147.47,181.42
22536,13.76,63.89,10169,278.89,375.21,412.81
22537,7.99,36.15,5902,157.83,213.74,239.59
22538,1.96,26.83,1446,117.12,130.82,58.7
22539,7.78,44.51,5747,194.33,248.77,233.3
22540,8.51,89.24,6286,389.58,449.12,255.18
22541,1.69,41.78,1247,182.4,194.21,50.62
22543,4.47,61.82,3300,269.89,301.15,133.96
22544,12.92,48.93,9545,213.6,304.02,387.48
22545,4.71,35.6,3484,155.39,188.39,141.43
22546,5.93,58.45,4384,255.17,296.7,177.97
22547,2.76,14.71,2041,64.23,83.56,82.86
22548,4.85,16.32,3585,71.26,105.22,145.53
22549,9.05,13.3,6688,58.05,121.4,271.5
22550,2.83,12.98,2091,56.67,76.48,84.88
22551,21.35,25.74,15779,112.35,261.82,640.55
22553,10.94,12.37,8084,53.99,130.57,328.17
22554,18.75,21.92,13854,95.71,226.93,562.41
22555,16.11,36.41,11905,158.97,271.73,483.29
22556,18.67,31.41,13797,137.12,267.81,560.09
22557,14.37,24.87,10620,108.57,209.16,431.12
22558,19.32,17.81,14281,77.76,213.04,579.74
22559,2.14,11.04,1585,48.19,63.2,64.34
22560,20.6,40.35,15226,176.17,320.39,618.11
22561,15.94,23.79,11778,103.86,215.42,478.13
22562,5.43,34.07,4013,148.72,186.73,162.91
22563,8.14,34.05,6012,148.65,205.6,244.06
22564,6.27,47.83,4630,208.78,252.64,187.96
22565,2.88,10.49,2129,45.77,65.94,86.43
22566,3.92,42.81,2896,186.87,214.3,117.56
22567,7.86,26.21,5810,114.41,169.44,235.86
22568,7.7,14.23,5692,62.14,116.06,231.07
22569,7.76,20.47,5731,89.38,143.67,232.65
22570,7.86,21.64,5805,94.48,149.47,235.66
22571,8.24,17.18,6091,75.02,132.71,247.27
22572,4.99,14.33,3686,62.55,97.46,149.63
22573,6.94,32.43,5127,141.59,190.15,208.13
22574,7.29,19.5,5386,85.11,136.13,218.65
22575,4.33,16.63,3199,72.61,102.91,129.86
22576,4.55,14.5,3364,63.31,95.18,136.56
22577,19.17,21.56,14165,94.12,228.3,575.03
22578,18.17,25.47,13429,111.18,238.38,545.16
22579,9.87,12.05,7291,52.62,121.69,295.98
22580,3.2,6.37,2362,27.79,50.17,95.89
22581,4.94,14.95,3653,65.27,99.87,148.29
22582,3.44,22.72,2544,99.18,123.28,103.27
22583,2.58,9.25,1903,40.37,58.39,77.25
22584,7.16,21.4,5291,93.44,143.55,214.79
22585,24.81,28.46,18333,124.24,297.9,744.24
22586,2.88,10.76,2126,46.97,67.11,86.31
22587,2.96,12.15,2188,53.03,73.76,88.82
22588,3.96,9.6,2929,41.9,69.64,118.9
22589,1.88,7.46,1389,32.56,45.72,56.39
22591,1.84,12.15,1359,53.03,65.9,55.17
22592,2.71,24.77,2001,108.13,127.08,81.23
22593,7.86,18.25,5812,79.67,134.72,235.94
22594,6.78,15.7,5011,68.52,115.99,203.42
22595,17.62,62.59,13024,273.21,396.58,528.71
22596,8.62,19.53,6371,85.26,145.61,258.63
22597,6.3,22.17,4657,96.79,140.91,189.05
22598,2.43,20.46,1799,89.31,106.35,73.03
22599,4.24,24.66,3135,107.65,137.34,127.27
22600,6.71,17.79,4961,77.67,124.66,201.39
22601,7.34,33.69,5425,147.07,198.45,220.23
22602,8.99,21.46,6643,93.7,156.63,269.68
22603,5.72,20.79,4225,90.74,130.76,171.52
22604,2.77,21.01,2045,91.71,111.09,83.02
22605,2.5,8.26,1846,36.08,53.57,74.94
22606,1.46,10.39,1077,45.36,55.56,43.72
22607,3.46,6.44,2556,28.12,52.33,103.76
22608,7.81,63.53,5772,277.34,332.02,234.32
22609,9.7,33.69,7165,147.07,214.94,290.87
22610,17.26,82.57,12757,360.44,481.28,517.88
22611,1.23,5.76,909,25.13,33.74,36.9
22612,1.35,40.77,1001,177.99,187.47,40.64
22613,4.15,21.83,3065,95.32,124.35,124.42
22614,7.96,15.83,5883,69.1,124.83,238.82
22615,5.23,35.95,3866,156.94,193.56,156.94
22616,54.35,138.61,40163,605.11,985.54,1630.43
22617,5.94,13.68,4389,59.7,101.28,178.17
22618,1.0,4.12,742,18.0,25.03,30.12
22619,5.64,11.94,4167,52.14,91.61,169.16
22620,11.31,20.49,8361,89.45,168.65,339.42
22621,11.87,13.23,8775,57.76,140.88,356.22
22622,4.39,12.42,3242,54.21,84.92,131.61
22623,3.19,6.52,2357,28.47,50.8,95.68
22624,4.41,3.81,3258,16.61,47.47,132.26
22625,3.71,4.34,2743,18.94,44.93,111.35
22626,1.17,3.71,867,16.19,24.4,35.2
22627,2.22,2.84,1642,12.38,27.93,66.66
22628,2.37,14.17,1752,61.84,78.43,71.12
22629,28.72,40.15,21223,175.29,376.32,861.56
22630,24.85,41.92,18363,182.98,356.92,745.45
22631,8.57,20.29,6334,88.57,148.57,257.13
22632,15.14,68.61,11190,299.52,405.51,454.26
22633,12.91,18.3,9544,79.87,170.27,387.44
22634,2.34,4.82,1726,21.03,37.38,70.07
22635,2.29,6.17,1693,26.91,42.95,68.73
22636,2.25,5.47,1664,23.86,39.62,67.55
22637,6.26,31.02,4624,135.43,179.23,187.71
22638,0.56,9.04,415,39.46,43.39,16.85
22639,2.27,6.95,1679,30.32,46.23,68.16
22640,0.49,5.11,361,22.33,25.75,14.65
22641,0.41,6.21,303,27.11,29.98,12.3
22642,1.35,7.99,1000,34.86,44.34,40.6
22643,0.64,5.88,474,25.68,30.17,19.24
22644,6.89,11.65,5095,50.87,99.13,206.83
22645,7.96,10.03,5883,43.79,99.52,238.82
22646,12.6,18.39,9309,80.28,168.46,377.9
22647,1.44,16.76,1067,73.17,83.28,43.32
22649,3.17,5.55,2340,24.21,46.37,94.99
22650,2.51,8.19,1852,35.77,53.32,75.18
22651,4.4,28.92,3253,126.23,157.05,132.06
22652,13.75,35.93,10163,156.87,253.14,412.57
22653,4.17,15.88,3078,69.33,98.49,124.95
22654,3.64,8.14,2689,35.54,61.02,109.16
22655,0.1,0.5,77,2.18,2.91,3.13
22656,0.06,0.42,45,1.82,2.25,1.83
22657,0.09,6.42,65,28.04,28.66,2.64
22659,22.83,40.66,16869,177.5,337.28,684.8
22660,1.21,17.4,891,75.96,84.4,36.17
22661,11.26,24.56,8319,107.23,186.03,337.71
22662,13.63,20.44,10069,89.22,184.59,408.76
22663,7.84,16.17,5793,70.58,125.45,235.17
22664,1.96,9.83,1446,42.93,56.62,58.7
22665,4.09,7.91,3025,34.52,63.18,122.8
22666,14.82,21.23,10951,92.68,196.41,444.56
22667,6.78,16.79,5013,73.32,120.8,203.5
22668,4.88,10.67,3604,46.57,80.71,146.31
22669,3.3,6.5,2439,28.39,51.49,99.01
22670,6.08,47.16,4492,205.88,248.43,182.35
22671,2.33,15.07,1720,65.77,82.07,69.82
22672,3.88,14.29,2870,62.37,89.55,116.51
22673,1.83,8.53,1350,37.23,50.02,54.8
22674,3.25,15.0,2399,65.47,88.2,97.39
22675,3.03,15.44,2238,67.39,88.59,90.85
22676,2.5,7.94,1847,34.64,52.14,74.98
22677,2.15,7.13,1589,31.13,46.19,64.51
22678,1.91,6.35,1411,27.72,41.09,57.28
22679,1.72,5.97,1272,26.05,38.1,51.64
22680,1.87,6.61,1383,28.84,41.94,56.14
22681,1.58,6.21,1171,27.09,38.19,47.54
22682,1.58,6.23,1168,27.19,38.26,47.42
22683,1.54,6.27,1135,27.38,38.13,46.08
22684,1.38,6.18,1019,26.98,36.64,41.37
22685,1.47,6.67,1087,29.1,39.4,44.13
22686,1.91,13.47,1410,58.8,72.16,57.24
22687,1.21,36.76,895,160.47,168.94,36.33
22688,1.22,60.08,899,262.3,270.81,36.5
22689,1.48,12.89,1094,56.27,66.64,44.41
22690,3.44,22.88,2543,99.9,123.99,103.23
22691,1.03,11.63,761,50.77,57.97,30.89
22692,2.9,13.63,2141,59.5,79.78,86.91
22693,24.22,204.59,17899,893.15,1062.7,726.62
22694,6.95,8.3,5136,36.22,84.87,208.5
22695,2.03,7.71,1501,33.67,47.89,60.93
22696,2.0,7.2,1480,31.44,45.45,60.08
22697,13.68,11.35,10112,49.53,145.31,410.5
22698,11.14,17.09,8232,74.62,152.59,334.18
22699,18.05,26.38,13339,115.15,241.51,541.5
22700,1.89,56.21,1394,245.4,258.6,56.59
22701,0.92,8.55,677,37.32,43.73,27.48
22702,2.16,89.44,1593,390.43,405.52,64.67
22703,0.7,3.34,515,14.6,19.48,20.91
22704,11.98,28.34,8853,123.71,207.57,359.39
22705,5.25,3.69,3883,16.09,52.87,157.63
22706,5.78,42.98,4272,187.65,228.11,173.42
22707,2.92,6.96,2157,30.37,50.8,87.56
22708,7.27,64.04,5375,279.57,330.48,218.2
22709,3.79,43.41,2799,189.5,216.01,113.63
22710,9.76,66.28,7209,289.36,357.65,292.65
22711,7.31,31.72,5402,138.49,189.66,219.3
22712,10.08,28.54,7447,124.6,195.14,302.31
22713,8.47,39.68,6257,173.22,232.49,254.01
22714,7.19,31.59,5315,137.92,188.26,215.76
22715,3.7,14.26,2731,62.23,88.1,110.87
22716,7.21,11.83,5330,51.65,102.14,216.37
22717,3.31,20.49,2444,89.45,112.6,99.22
22718,3.64,9.37,2691,40.92,66.41,109.24
22719,2.05,10.52,1516,45.91,60.27,61.54
22720,10.14,20.61,7493,89.98,160.96,304.18
22721,1.38,6.55,1022,28.61,38.29,41.49
22722,8.1,33.85,5984,147.79,204.47,242.92
22723,1.58,7.05,1169,30.77,41.84,47.46
22725,3.51,7.82,2591,34.12,58.67,105.18
22726,10.76,13.96,7954,60.94,136.28,322.9
22727,12.98,26.55,9595,115.91,206.79,389.51
22728,8.63,25.84,6374,112.81,173.18,258.76
22729,4.19,13.38,3098,58.42,87.77,125.76
22730,5.25,12.31,3877,53.73,90.45,157.39
22731,4.14,15.44,3061,67.41,96.41,124.26
22732,5.22,17.23,3856,75.21,111.73,156.54
22733,4.77,12.49,3526,54.51,87.9,143.14
22734,13.3,53.06,9828,231.65,324.74,398.97
22735,2.03,11.11,1499,48.51,62.71,60.85
22736,3.56,9.39,2633,40.99,65.93,106.89
22737,4.62,10.06,3412,43.91,76.23,138.51
22738,6.27,16.67,4636,72.79,116.7,188.2
22739,5.68,10.39,4199,45.34,85.12,170.46
22740,18.51,77.53,13676,338.44,467.98,555.18
22741,14.51,39.99,10721,174.58,276.13,435.22
22742,1.38,11.12,1017,48.55,58.18,41.29
22743,2.08,8.85,1539,38.63,53.21,62.48
22744,2.12,9.98,1565,43.55,58.37,63.53
22745,5.54,15.38,4097,67.16,105.96,166.32
22746,4.03,14.19,2979,61.96,90.18,120.93
22747,2.83,15.8,2088,68.95,88.73,84.76
22748,5.77,15.45,4263,67.45,107.83,173.06
22749,5.24,10.73,3876,46.85,83.57,157.35
22750,4.38,9.26,3237,40.44,71.1,131.41
22751,3.16,13.23,2332,57.75,79.84,94.67
22752,5.12,10.71,3781,46.75,82.57,153.49
22753,3.22,8.38,2382,36.57,59.13,96.7
22754,5.39,16.23,3986,70.86,108.61,161.81
22755,5.19,13.04,3833,56.91,93.21,155.6
22756,1.65,9.4,1217,41.05,52.58,49.4
22757,3.68,23.65,2721,103.25,129.02,110.46
22758,3.35,21.13,2476,92.23,115.68,100.51
22759,12.91,28.51,9541,124.45,214.82,387.32
22760,0.49,5.61,361,24.49,27.91,14.65
22761,0.07,0.93,54,4.06,4.57,2.19
22762,0.29,1.58,216,6.9,8.94,8.77
22763,0.92,33.75,677,147.35,153.77,27.48
22764,0.25,20.37,183,88.91,90.64,7.43
22765,0.46,19.25,338,84.02,87.23,13.72
22766,6.06,20.61,4475,89.98,132.37,181.66
22767,1.38,7.66,1022,33.43,43.11,41.49
22768,1.62,7.33,1197,31.99,43.33,48.59
22769,0.24,14.43,179,62.98,64.67,7.27
22770,0.15,1.05,114,4.6,5.68,4.63
22771,10.5,19.71,7762,86.03,159.55,315.1
22772,6.2,24.29,4580,106.05,149.43,185.93
22773,3.38,13.87,2495,60.56,84.2,101.29
22774,4.03,26.72,2981,116.67,144.9,121.01
22775,5.28,20.07,3903,87.6,124.57,158.44
22776,2.39,3.13,1763,13.64,30.34,71.57
22777,0.65,12.54,483,54.74,59.32,19.61
22778,1.41,7.68,1045,33.54,43.44,42.42
22779,2.74,24.97,2024,109.02,128.19,82.17
22780,2.5,26.55,1850,115.91,133.43,75.1
22781,1.2,3.49,890,15.24,23.67,36.13
22782,0.34,4.1,254,17.88,20.28,10.31
22783,0.66,31.51,489,137.56,142.19,19.85
22784,2.16,4.62,1598,20.17,35.31,64.87
22785,0.58,6.14,427,26.82,30.87,17.33
22786,0.35,1.92,255,8.37,10.78,10.35
22788,0.66,22.49,486,98.19,102.79,19.73
22789,1.73,5.62,1276,24.52,36.61,51.8
22791,13.46,28.26,9946,123.37,217.58,403.76
22792,4.91,17.21,3632,75.12,109.53,147.44
22794,0.54,1.28,402,5.6,9.41,16.32
22795,2.25,4.72,1666,20.6,36.38,67.63
22796,1.11,2.32,823,10.11,17.9,33.41
22797,0.34,2.62,250,11.45,13.82,10.15
22798,3.37,9.6,2491,41.91,65.51,101.12
22799,0.35,2.43,255,10.63,13.04,10.35
22800,1.64,8.18,1211,35.71,47.18,49.16
22801,1.85,6.42,1368,28.01,40.97,55.53
22802,0.16,1.41,121,6.17,7.31,4.91
22803,0.11,0.91,78,3.99,4.73,3.17
22804,7.3,23.08,5393,100.76,151.85,218.93
22805,3.15,13.74,2330,60.0,82.07,94.59
22806,0.6,10.44,442,45.59,49.78,17.94
22807,1.92,7.33,1421,32.0,45.46,57.69
22808,0.58,6.53,427,28.52,32.56,17.33
22809,3.6,9.54,2662,41.66,66.88,108.06
22810,3.13,9.25,2312,40.36,62.26,93.86
22811,1.41,18.07,1040,78.89,88.74,42.22
22812,6.84,17.5,5057,76.4,124.31,205.29
22813,5.47,18.86,4039,82.34,120.6,163.96
22814,3.77,14.53,2783,63.45,89.81,112.98
22815,4.78,10.05,3532,43.86,77.32,143.38
22816,10.04,16.11,7422,70.35,140.65,301.3
22817,4.63,10.83,3419,47.28,79.66,138.8
22818,9.03,12.76,6670,55.69,118.87,270.77
22819,4.57,12.16,3379,53.08,85.09,137.17
22820,1.85,18.88,1365,82.42,95.35,55.41
22821,2.32,7.58,1711,33.1,49.3,69.46
22822,0.82,6.22,608,27.17,32.93,24.68
22823,0.04,1.0,32,4.38,4.68,1.3
22824,0.09,0.75,63,3.28,3.87,2.56
22825,0.14,2.1,103,9.16,10.14,4.18
22826,0.08,0.97,58,4.25,4.8,2.35
22827,0.07,0.47,49,2.07,2.54,1.99
22828,0.02,0.52,18,2.28,2.45,0.73
22829,0.34,1.66,251,7.26,9.64,10.19
22830,0.42,28.53,309,124.53,127.46,12.54
22831,1.06,11.96,782,52.19,59.6,31.75
22832,0.26,1.97,191,8.6,10.41,7.75
22833,0.26,25.45,193,111.1,112.93,7.83
22834,10.39,25.05,7676,109.34,182.04,311.61
22835,7.53,10.95,5566,47.8,100.52,225.95
22837,5.43,20.44,4015,89.25,127.28,162.99
22838,1.27,9.38,940,40.94,49.85,38.16
22839,0.81,4.01,598,17.5,23.16,24.28
22840,1.83,8.15,1354,35.59,48.41,54.97
22841,1.06,3.6,784,15.72,23.14,31.83
22842,1.14,5.35,844,23.38,31.37,34.26
22843,0.82,5.68,603,24.79,30.51,24.48
22844,1.69,4.08,1252,17.81,29.67,50.83
22845,1.39,4.57,1026,19.97,29.69,41.65
22846,1.16,3.25,856,14.19,22.3,34.75
22847,1.61,3.21,1191,14.03,25.31,48.35
22848,0.54,3.13,399,13.65,17.43,16.2
22849,0.57,2.82,419,12.33,16.3,17.01
22851,7.06,17.12,5221,74.73,124.19,211.95
22852,0.76,4.78,565,20.88,26.23,22.94
22853,0.87,4.27,646,18.64,24.76,26.22
22854,1.59,7.84,1173,34.23,45.34,47.62
22855,6.79,12.13,5020,52.94,100.5,203.79
22856,1.19,67.74,883,295.7,304.06,35.85
22857,1.68,25.2,1244,110.03,121.81,50.5
22858,1.54,16.88,1138,73.7,84.48,46.2
22859,1.71,14.91,1266,65.09,77.08,51.39
22860,0.84,7.96,623,34.75,40.65,25.29
22861,0.41,8.64,305,37.73,40.62,12.38
22862,1.07,3.15,790,13.75,21.24,32.07
22863,1.56,9.5,1156,41.47,52.42,46.93
22864,0.51,199.4,378,870.5,874.08,15.35
22865,21.05,24.4,15557,106.53,253.89,631.54
22866,18.64,22.0,13772,96.06,226.51,559.08
22867,18.2,20.75,13453,90.61,218.04,546.13
22868,0.17,9.06,125,39.56,40.74,5.07
22869,0.23,6.51,167,28.43,30.02,6.78
22870,0.21,6.99,157,30.52,32.01,6.37
22871,0.17,8.74,127,38.17,39.38,5.16
22872,0.18,7.76,136,33.89,35.18,5.52
22873,0.16,8.49,121,37.05,38.2,4.91
22874,0.17,8.88,126,38.75,39.95,5.12
22875,0.17,8.58,124,37.45,38.63,5.03
22876,0.16,9.34,121,40.78,41.93,4.91
22877,0.17,8.98,128,39.2,40.41,5.2
22878,0.17,5.52,128,24.11,25.32,5.2
22879,0.11,6.13,82,26.77,27.54,3.33
22880,0.15,4.65,114,20.31,21.39,4.63
22881,0.15,4.87,112,21.28,22.34,4.55
22882,0.17,4.11,127,17.94,19.15,5.16
22883,0.15,5.05,110,22.04,23.08,4.47
22884,0.15,4.53,113,19.78,20.85,4.59
22885,0.15,4.97,113,21.69,22.76,4.59
22886,0.13,5.39,98,23.55,24.48,3.98
22887,0.12,5.39,92,23.55,24.42,3.73
22888,0.11,5.85,79,25.52,26.27,3.21
22889,0.27,14.88,201,64.94,66.85,8.16
22890,1.14,4.59,839,20.03,27.98,34.06
22891,0.94,3.56,692,15.52,22.08,28.09
22892,4.82,12.09,3562,52.8,86.54,144.6
22893,3.75,30.07,2774,131.27,157.55,112.61
22894,0.77,5.07,569,22.12,27.51,23.1
22895,3.92,14.16,2898,61.82,89.27,117.65
22896,2.84,10.43,2096,45.54,65.4,85.09
22897,2.67,8.7,1974,37.97,56.67,80.14
22898,4.42,10.02,3263,43.74,74.65,132.46
22899,3.84,11.77,2841,51.36,78.27,115.33
22900,8.63,27.9,6377,121.81,182.21,258.88
22902,2.43,13.43,1797,58.61,75.63,72.95
22903,1.01,29.62,747,129.32,136.39,30.32
22904,4.78,15.9,3532,69.43,102.88,143.38
22905,1.47,9.93,1090,43.33,53.66,44.25
22906,4.69,13.14,3469,57.38,90.24,140.83
22907,11.83,19.48,8745,85.03,167.87,355.01
22908,7.68,23.25,5674,101.48,155.22,230.34
22909,23.96,39.17,17706,170.99,338.71,718.78
22910,26.52,25.5,19597,111.32,296.95,795.55
22911,1.18,10.34,874,45.13,53.41,35.48
22912,0.46,6.69,338,29.19,32.39,13.72
22913,0.63,8.11,462,35.4,39.78,18.76
22914,0.81,6.92,600,30.22,35.91,24.36
22915,4.68,27.18,3461,118.64,151.42,140.5
22916,2.71,15.26,2006,66.61,85.62,81.43
22917,2.76,15.13,2042,66.03,85.38,82.9
22918,2.67,15.1,1975,65.91,84.61,80.18
22919,2.48,9.86,1833,43.04,60.41,74.41
22920,4.77,92.32,3526,403.03,436.43,143.14
22921,2.44,16.13,1806,70.42,87.53,73.32
22922,2.85,24.4,2109,106.53,126.51,85.62
22923,2.27,22.98,1674,100.31,116.17,67.96
22924,2.14,20.53,1581,89.6,104.58,64.18
22925,0.68,3.14,506,13.72,18.51,20.54
22926,1.03,4.23,762,18.47,25.69,30.93
22927,0.68,3.89,502,16.97,21.73,20.38
22928,0.41,3.54,301,15.44,18.29,12.22
22929,0.03,0.79,23,3.43,3.65,0.93
22930,1.62,12.8,1200,55.87,67.23,48.71
22931,1.22,17.03,902,74.33,82.87,36.62
22932,1.3,28.38,963,123.87,133.0,39.09
22933,1.29,21.1,952,92.12,101.14,38.65
22934,0.8,13.45,589,58.69,64.27,23.91
22935,1.04,21.13,771,92.26,99.57,31.3
22936,0.39,13.41,288,58.54,61.27,11.69
22937,1.39,6.36,1024,27.76,37.46,41.57
22938,5.07,15.84,3746,69.16,104.64,152.07
22939,0.96,7.17,708,31.32,38.02,28.74
22940,4.97,15.66,3672,68.37,103.15,149.07
22941,3.67,18.62,2710,81.31,106.98,110.01
22942,1.72,7.73,1273,33.76,45.82,51.68
22943,3.53,14.83,2607,64.76,89.46,105.83
22944,6.65,44.95,4913,196.24,242.78,199.45
22945,10.63,33.71,7857,147.15,221.58,318.96
22946,1.34,5.65,992,24.67,34.07,40.27
22947,1.39,6.74,1026,29.42,39.14,41.65
22948,3.04,14.06,2245,61.39,82.65,91.14
22949,2.74,36.49,2028,159.28,178.49,82.33
22950,11.28,55.48,8334,242.18,321.12,338.32
22951,15.2,38.18,11232,166.66,273.05,455.97
22952,45.72,63.81,33786,278.56,598.58,1371.56
22953,1.14,14.13,842,61.68,69.65,34.18
22954,0.33,5.37,243,23.42,25.72,9.86
22955,2.02,14.02,1490,61.19,75.3,60.49
22956,3.54,21.16,2617,92.39,117.18,106.24
22957,2.41,18.74,1778,81.81,98.65,72.18
22959,13.26,34.27,9801,149.61,242.45,397.88
22960,12.59,14.48,9302,63.23,151.34,377.62
22961,24.47,31.0,18086,135.32,306.64,734.21
22962,6.28,25.93,4638,113.2,157.13,188.28
22963,5.35,20.7,3955,90.38,127.84,160.55
22964,3.86,18.29,2853,79.84,106.86,115.82
22965,2.56,15.58,1890,68.0,85.9,76.73
22966,11.51,21.05,8506,91.9,172.47,345.3
22967,1.59,21.9,1173,95.6,106.71,47.62
22968,1.62,7.83,1199,34.16,45.52,48.67
22969,20.42,66.86,15087,291.86,434.76,612.46
22970,5.91,36.38,4367,158.83,200.2,177.28
22971,3.29,17.49,2431,76.35,99.37,98.69
22972,2.71,7.73,2001,33.74,52.7,81.23
22973,1.93,9.98,1428,43.56,57.08,57.97
22974,2.37,13.81,1748,60.3,76.85,70.96
22975,1.79,6.28,1322,27.44,39.96,53.67
22976,1.67,6.63,1235,28.94,40.64,50.14
22977,1.44,7.01,1061,30.59,40.64,43.07
22978,3.34,49.37,2465,215.51,238.86,100.07
22979,5.54,37.67,4097,164.43,203.24,166.32
22980,3.2,12.36,2366,53.97,76.38,96.05
22981,0.64,14.07,472,61.42,65.89,19.16
22982,1.56,6.85,1155,29.9,40.84,46.89
22983,9.36,17.18,6916,74.98,140.49,280.76
22984,4.61,19.46,3410,84.97,117.27,138.43
22985,6.46,70.46,4772,307.61,352.82,193.72
22986,7.91,29.22,5845,127.56,182.92,237.28
22987,0.34,6.93,252,30.27,32.66,10.23
22988,13.19,48.1,9748,209.96,302.3,395.72
22989,3.81,24.33,2815,106.21,132.87,114.28
22990,0.86,9.34,638,40.78,46.83,25.9
22991,5.26,43.42,3889,189.55,226.39,157.88
22992,7.09,40.93,5236,178.67,228.26,212.56
22993,17.15,20.62,12672,90.02,210.06,514.42
22994,2.97,16.76,2197,73.15,93.96,89.19
22995,3.23,16.16,2389,70.55,93.18,96.98
22996,6.51,28.45,4813,124.2,169.79,195.39
22997,3.51,12.73,2595,55.58,80.16,105.35
22998,16.9,62.19,12490,271.47,389.78,507.04
22999,4.01,21.57,2960,94.18,122.22,120.16
23000,4.29,15.86,3171,69.24,99.27,128.73
23002,2.9,17.75,2145,77.48,97.8,87.08
23003,0.73,26.35,542,115.05,120.18,22.0
23004,2.72,13.15,2011,57.39,76.44,81.64
23005,6.47,46.47,4783,202.88,248.19,194.17
23006,2.39,11.79,1764,51.46,68.16,71.61
23007,0.68,4.11,499,17.94,22.67,20.26
23008,0.59,4.57,435,19.97,24.09,17.66
23009,0.36,3.6,263,15.74,18.23,10.68
23010,0.43,4.52,316,19.74,22.74,12.83
23012,1.45,4.61,1074,20.13,30.3,43.6
23013,1.25,4.17,925,18.22,26.98,37.55
23014,1.16,4.46,858,19.47,27.59,34.83
23015,0.06,1.47,41,6.41,6.8,1.66
23016,0.1,3.11,74,13.56,14.26,3.0
23017,0.09,2.65,67,11.55,12.18,2.72
23018,0.07,3.09,51,13.5,13.98,2.07
23019,0.11,3.24,81,14.13,14.89,3.29
23020,0.24,2.73,180,11.9,13.61,7.31
23021,0.16,4.22,121,18.41,19.55,4.91
23022,0.57,22.14,422,96.65,100.65,17.13
23023,0.39,11.71,286,51.11,53.82,11.61
23024,0.35,21.22,255,92.62,95.04,10.35
23025,0.47,3.23,350,14.11,17.42,14.21
23026,0.75,12.03,557,52.53,57.81,22.61
23027,0.4,10.79,295,47.12,49.91,11.98
23028,1.86,16.76,1375,73.15,86.17,55.82
23029,1.83,11.1,1352,48.44,61.25,54.88
23031,1.75,11.23,1296,49.04,61.32,52.61
23032,3.17,16.71,2342,72.96,95.15,95.07
23033,0.97,15.93,720,69.55,76.37,29.23
23034,1.34,14.91,991,65.09,74.47,40.23
